Price,Close,High,Low,Open,Volume,Stock,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,743.25,763.4000244140625,742.0499877929688,760.3499755859375,11779296.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-13,729.5,743.9500122070312,722.5,741.5,10414733.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-14,748.1500244140625,757.0,732.9500122070312,732.9500122070312,11960975.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-15,753.7000122070312,758.9000244140625,750.0,753.1500244140625,7792299.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-16,766.2999877929688,776.7000122070312,760.4000244140625,760.4000244140625,11816079.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-17,764.0999755859375,767.9500122070312,759.4000244140625,766.2999877929688,5766573.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-20,779.25,785.0,767.8499755859375,769.0,9198929.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-21,759.0499877929688,784.9000244140625,756.0499877929688,784.7999877929688,13751780.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-22,753.4500122070312,763.0,738.0,762.0,9908339.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-23,745.9000244140625,755.6500244140625,743.0999755859375,750.0,10986405.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-24,744.1500244140625,753.7000122070312,739.0,749.9000244140625,10579213.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-27,749.2000122070312,755.3499755859375,735.9000244140625,740.0,11433353.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-28,752.4000244140625,759.75,745.4000244140625,757.0,14140860.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-29,758.4500122070312,760.7999877929688,749.7999877929688,753.0,9251973.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-30,762.5999755859375,765.0,754.75,758.5499877929688,11085824.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-01-31,772.9000244140625,777.5499877929688,759.5,764.9000244140625,10083763.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-01,766.0,778.75,752.1500244140625,774.7999877929688,9363077.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-03,760.9500122070312,762.7999877929688,753.1500244140625,762.7999877929688,7862190.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-04,779.2000122070312,781.25,765.6500244140625,767.0,12020807.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-05,766.0499877929688,782.0,765.0,780.0,13419162.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-06,752.25,770.8499755859375,750.0499877929688,769.0,32745391.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-07,737.2000122070312,759.9000244140625,731.75,759.7999877929688,37240692.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-10,736.7999877929688,743.9000244140625,733.4000244140625,740.0,12667049.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-11,731.0999755859375,740.1500244140625,726.5499877929688,737.4500122070312,13017060.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-12,733.1500244140625,738.7000122070312,717.1500244140625,733.1500244140625,12697743.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-13,727.6500244140625,737.5,726.1500244140625,734.4000244140625,12370571.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-14,722.1500244140625,732.9000244140625,716.2000122070312,730.9500122070312,10417539.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-17,727.7000122070312,728.75,711.5499877929688,719.0499877929688,9093600.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-18,725.7999877929688,728.25,717.3499755859375,727.7000122070312,8562003.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-19,727.2999877929688,734.8499755859375,722.0499877929688,722.0499877929688,6766606.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-20,729.7000122070312,731.5,723.3499755859375,724.9000244140625,7423268.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-21,722.0,731.7000122070312,720.0,727.2999877929688,6571602.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-24,716.4000244140625,719.75,710.5,710.5,6912148.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-25,710.9000244140625,718.9500122070312,710.0,718.9500122070312,8599635.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-27,703.9000244140625,717.7000122070312,701.0999755859375,716.0,12033139.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-02-28,688.7999877929688,701.3499755859375,682.5999755859375,700.9000244140625,15780609.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-03,695.2999877929688,697.4000244140625,680.0,690.1500244140625,10598479.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-04,716.0499877929688,718.4500122070312,692.0999755859375,693.0,14386214.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-05,730.3499755859375,731.2999877929688,717.0,717.5499877929688,10409805.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-06,732.0499877929688,736.75,727.0,736.0,10928847.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-07,732.75,734.8499755859375,728.0,732.0499877929688,7246729.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-10,728.9000244140625,738.5,726.5999755859375,732.75,7400109.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-11,729.8499755859375,734.0499877929688,722.7000122070312,724.9000244140625,5538789.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-12,723.0499877929688,737.0,719.0499877929688,730.5999755859375,5547762.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-13,727.8499755859375,731.4500122070312,724.5,725.9000244140625,5908337.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-17,723.1500244140625,731.25,722.2999877929688,728.9000244140625,5149563.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-18,723.1500244140625,723.1500244140625,723.1500244140625,723.1500244140625,0.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-19,745.0999755859375,749.2999877929688,739.0999755859375,739.5999755859375,7604850.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-20,749.5499877929688,752.7000122070312,744.2000122070312,748.0,6963197.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-21,753.2000122070312,755.5999755859375,747.0,749.9500122070312,9577327.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-24,780.7999877929688,782.9500122070312,755.0999755859375,758.0,12095064.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-25,772.8499755859375,786.0,769.2000122070312,783.9000244140625,15190143.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-26,764.0,776.0499877929688,761.4500122070312,772.0,7711852.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-27,772.2999877929688,775.7999877929688,760.5,763.7999877929688,15648616.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2025-03-28,771.5,778.5999755859375,767.0,772.0999755859375,7628185.0,SBIN.NS,,,,,,,,,,,,,,,,,,,,
2024-04-01,,,,,,HDFCBANK.NS,1450.690185546875,1453.9457778262265,1435.99088654525,1438.358579073338,12599785.0,,,,,,,,,,,,,,,
2024-04-02,,,,,,HDFCBANK.NS,1460.210205078125,1474.7121260734777,1443.5378490949859,1445.412277358033,20612723.0,,,,,,,,,,,,,,,
2024-04-03,,,,,,HDFCBANK.NS,1462.331298828125,1475.5014307142715,1451.578113687724,1452.2686354934094,22792193.0,,,,,,,,,,,,,,,
2024-04-04,,,,,,HDFCBANK.NS,1507.02099609375,1509.3886887102299,1483.7389462877031,1483.7389462877031,44467533.0,,,,,,,,,,,,,,,
2024-04-05,,,,,,HDFCBANK.NS,1528.67529296875,1533.5585608977656,1509.5366158881382,1518.2673690715094,29527951.0,,,,,,,,,,,,,,,
2024-04-08,,,,,,HDFCBANK.NS,1525.7650146484375,1536.2715676761343,1520.7831177809633,1534.0025038656252,10241470.0,,,,,,,,,,,,,,,
2024-04-09,,,,,,HDFCBANK.NS,1527.688720703125,1533.9037778505833,1519.549860770675,1533.9037778505833,10942247.0,,,,,,,,,,,,,,,
2024-04-10,,,,,,HDFCBANK.NS,1515.653076171875,1529.0205858636652,1512.2988550997732,1529.0205858636652,13903700.0,,,,,,,,,,,,,,,
2024-04-12,,,,,,HDFCBANK.NS,1498.4874267578125,1509.2406115636873,1493.0615199721349,1500.5098583664476,20542104.0,,,,,,,,,,,,,,,
2024-04-15,,,,,,HDFCBANK.NS,1474.5640869140625,1489.6580209924682,1471.9498827543182,1477.3757894532973,11707624.0,,,,,,,,,,,,,,,
2024-04-16,,,,,,HDFCBANK.NS,1488.918212890625,1492.5190661804002,1462.2819420620367,1466.9679526707698,10372443.0,,,,,,,,,,,,,,,
2024-04-18,,,,,,HDFCBANK.NS,1474.5640869140625,1498.388774050203,1470.9633542635945,1489.46076346466,17117442.0,,,,,,,,,,,,,,,
2024-04-19,,,,,,HDFCBANK.NS,1510.671142578125,1514.271875268071,1460.3088144041847,1466.523992134222,17288217.0,,,,,,,,,,,,,,,
2024-04-22,,,,,,HDFCBANK.NS,1491.828369140625,1536.4195301823074,1487.9810042807228,1536.4195301823074,21149219.0,,,,,,,,,,,,,,,
2024-04-23,,,,,,HDFCBANK.NS,1487.2904052734375,1505.935818795379,1482.9990302025244,1505.7385612573923,13413530.0,,,,,,,,,,,,,,,
2024-04-24,,,,,,HDFCBANK.NS,1491.3350830078125,1501.2497425880458,1488.7208788274686,1494.59067522319,11220790.0,,,,,,,,,,,,,,,
2024-04-25,,,,,,HDFCBANK.NS,1490.39794921875,1499.2273312291227,1485.9585709155997,1485.9585709155997,17722602.0,,,,,,,,,,,,,,,
2024-04-26,,,,,,HDFCBANK.NS,1489.4608154296875,1507.4155864169331,1485.2680691978342,1499.3261006811072,12427347.0,,,,,,,,,,,,,,,
2024-04-29,,,,,,HDFCBANK.NS,1508.8953857421875,1513.7786537924596,1486.2546041624225,1494.5907220656516,18046675.0,,,,,,,,,,,,,,,
2024-04-30,,,,,,HDFCBANK.NS,1499.6219482421875,1518.7606252206858,1494.4920482143123,1508.5993335038902,26153691.0,,,,,,,,,,,,,,,
2024-05-02,,,,,,HDFCBANK.NS,1511.6082763671875,1516.294286687138,1499.8685632699328,1501.4963593609784,16737503.0,,,,,,,,,,,,,,,
2024-05-03,,,,,,HDFCBANK.NS,1499.128662109375,1519.8457602997444,1486.8956848070363,1512.5948000182832,15932621.0,,,,,,,,,,,,,,,
2024-05-06,,,,,,HDFCBANK.NS,1502.1376953125,1513.8280343469207,1496.711788379357,1501.4964276806866,14396698.0,,,,,,,,,,,,,,,
2024-05-07,,,,,,HDFCBANK.NS,1485.8599853515625,1503.5188703115905,1483.8869282705728,1501.4470640358736,14240301.0,,,,,,,,,,,,,,,
2024-05-08,,,,,,HDFCBANK.NS,1462.676513671875,1476.7837990537682,1460.4074499374806,1475.7972705476566,20843931.0,,,,,,,,,,,,,,,
2024-05-09,,,,,,HDFCBANK.NS,1428.0,1466.7212435233162,1425.8296854760363,1455.0801590835492,23140639.0,,,,,,,,,,,,,,,
2024-05-10,,,,,,HDFCBANK.NS,1437.9000244140625,1451.949951171875,1426.800048828125,1439.0,13638304.0,,,,,,,,,,,,,,,
2024-05-13,,,,,,HDFCBANK.NS,1455.25,1459.800048828125,1430.300048828125,1432.0,13523601.0,,,,,,,,,,,,,,,
2024-05-14,,,,,,HDFCBANK.NS,1460.949951171875,1465.5,1450.300048828125,1452.25,12832571.0,,,,,,,,,,,,,,,
2024-05-15,,,,,,HDFCBANK.NS,1438.5,1459.699951171875,1435.800048828125,1459.699951171875,19465998.0,,,,,,,,,,,,,,,
2024-05-16,,,,,,HDFCBANK.NS,1460.25,1462.550048828125,1435.5,1446.050048828125,17472618.0,,,,,,,,,,,,,,,
2024-05-17,,,,,,HDFCBANK.NS,1464.0999755859375,1468.0,1446.199951171875,1446.199951171875,10460095.0,,,,,,,,,,,,,,,
2024-05-21,,,,,,HDFCBANK.NS,1458.800048828125,1469.699951171875,1450.0999755859375,1450.0999755859375,21884989.0,,,,,,,,,,,,,,,
2024-05-22,,,,,,HDFCBANK.NS,1459.199951171875,1465.5999755859375,1448.1500244140625,1457.8499755859375,19998139.0,,,,,,,,,,,,,,,
2024-05-23,,,,,,HDFCBANK.NS,1492.5999755859375,1495.6500244140625,1457.050048828125,1458.6500244140625,20430960.0,,,,,,,,,,,,,,,
2024-05-24,,,,,,HDFCBANK.NS,1517.199951171875,1519.9000244140625,1486.0,1487.5,15530103.0,,,,,,,,,,,,,,,
2024-05-27,,,,,,HDFCBANK.NS,1527.699951171875,1545.0,1519.050048828125,1523.3499755859375,14692720.0,,,,,,,,,,,,,,,
2024-05-28,,,,,,HDFCBANK.NS,1530.5,1536.050048828125,1524.800048828125,1530.0999755859375,13954452.0,,,,,,,,,,,,,,,
2024-05-29,,,,,,HDFCBANK.NS,1508.300048828125,1523.8499755859375,1501.25,1518.0,17573853.0,,,,,,,,,,,,,,,
2024-05-30,,,,,,HDFCBANK.NS,1514.8499755859375,1523.5999755859375,1497.6500244140625,1499.199951171875,16877675.0,,,,,,,,,,,,,,,
2024-05-31,,,,,,HDFCBANK.NS,1531.550048828125,1536.0,1514.0,1519.0,37039794.0,,,,,,,,,,,,,,,
2024-06-03,,,,,,HDFCBANK.NS,1572.199951171875,1599.0,1550.0,1599.0,36318628.0,,,,,,,,,,,,,,,
2024-06-04,,,,,,HDFCBANK.NS,1483.1500244140625,1559.0,1454.0,1557.0,44765620.0,,,,,,,,,,,,,,,
2024-06-05,,,,,,HDFCBANK.NS,1551.800048828125,1559.5999755859375,1482.3499755859375,1494.050048828125,40815825.0,,,,,,,,,,,,,,,
2024-06-06,,,,,,HDFCBANK.NS,1559.699951171875,1565.449951171875,1546.5999755859375,1564.9000244140625,23211435.0,,,,,,,,,,,,,,,
2024-06-07,,,,,,HDFCBANK.NS,1573.3499755859375,1584.3499755859375,1552.050048828125,1561.050048828125,18356108.0,,,,,,,,,,,,,,,
2024-06-10,,,,,,HDFCBANK.NS,1561.300048828125,1580.6500244140625,1557.5999755859375,1574.0,11227029.0,,,,,,,,,,,,,,,
2024-06-11,,,,,,HDFCBANK.NS,1564.800048828125,1571.0,1552.199951171875,1556.0,14772663.0,,,,,,,,,,,,,,,
2024-06-12,,,,,,HDFCBANK.NS,1574.1500244140625,1588.300048828125,1566.4000244140625,1575.0,19640218.0,,,,,,,,,,,,,,,
2024-06-13,,,,,,HDFCBANK.NS,1580.75,1585.699951171875,1574.0,1581.75,12060096.0,,,,,,,,,,,,,,,
2024-06-14,,,,,,HDFCBANK.NS,1596.9000244140625,1599.0,1577.699951171875,1584.0,12770277.0,,,,,,,,,,,,,,,
2024-06-18,,,,,,HDFCBANK.NS,1607.800048828125,1610.5,1589.449951171875,1596.9000244140625,16207857.0,,,,,,,,,,,,,,,
2024-06-19,,,,,,HDFCBANK.NS,1657.8499755859375,1669.9000244140625,1604.0,1613.4000244140625,45065598.0,,,,,,,,,,,,,,,
2024-06-20,,,,,,HDFCBANK.NS,1669.3499755859375,1681.449951171875,1652.0,1669.800048828125,20704371.0,,,,,,,,,,,,,,,
2024-06-21,,,,,,HDFCBANK.NS,1665.75,1672.8499755859375,1643.1500244140625,1672.8499755859375,25815388.0,,,,,,,,,,,,,,,
2024-06-24,,,,,,HDFCBANK.NS,1672.4000244140625,1675.0999755859375,1645.75,1647.0,14272497.0,,,,,,,,,,,,,,,
2024-06-25,,,,,,HDFCBANK.NS,1711.3499755859375,1716.949951171875,1671.0999755859375,1671.0999755859375,37260774.0,,,,,,,,,,,,,,,
2024-06-26,,,,,,HDFCBANK.NS,1701.5,1710.9000244140625,1691.0999755859375,1707.949951171875,23798333.0,,,,,,,,,,,,,,,
2024-06-27,,,,,,HDFCBANK.NS,1696.1500244140625,1713.0,1686.5999755859375,1696.0999755859375,27537325.0,,,,,,,,,,,,,,,
2024-06-28,,,,,,HDFCBANK.NS,1683.800048828125,1706.5999755859375,1679.0,1697.5999755859375,13238023.0,,,,,,,,,,,,,,,
2024-07-01,,,,,,HDFCBANK.NS,1705.199951171875,1707.300048828125,1680.0,1680.0,10593512.0,,,,,,,,,,,,,,,
2024-07-02,,,,,,HDFCBANK.NS,1730.5999755859375,1734.9000244140625,1702.75,1715.0,22960845.0,,,,,,,,,,,,,,,
2024-07-03,,,,,,HDFCBANK.NS,1768.6500244140625,1794.0,1764.6500244140625,1791.0,61608901.0,,,,,,,,,,,,,,,
2024-07-04,,,,,,HDFCBANK.NS,1727.1500244140625,1759.75,1724.8499755859375,1759.75,22924329.0,,,,,,,,,,,,,,,
2024-07-05,,,,,,HDFCBANK.NS,1648.0999755859375,1685.0,1642.199951171875,1685.0,41121274.0,,,,,,,,,,,,,,,
2024-07-08,,,,,,HDFCBANK.NS,1635.3499755859375,1654.949951171875,1627.1500244140625,1645.300048828125,19543900.0,,,,,,,,,,,,,,,
2024-07-09,,,,,,HDFCBANK.NS,1636.5,1646.699951171875,1620.3499755859375,1625.0,24275439.0,,,,,,,,,,,,,,,
2024-07-10,,,,,,HDFCBANK.NS,1626.0999755859375,1640.0,1620.75,1629.949951171875,22753591.0,,,,,,,,,,,,,,,
2024-07-11,,,,,,HDFCBANK.NS,1621.9000244140625,1625.8499755859375,1601.0,1623.949951171875,22088537.0,,,,,,,,,,,,,,,
2024-07-12,,,,,,HDFCBANK.NS,1622.699951171875,1638.4000244140625,1611.1500244140625,1622.0,28024980.0,,,,,,,,,,,,,,,
2024-07-15,,,,,,HDFCBANK.NS,1622.0999755859375,1629.800048828125,1615.199951171875,1623.5,16687847.0,,,,,,,,,,,,,,,
2024-07-16,,,,,,HDFCBANK.NS,1619.75,1627.0,1616.800048828125,1620.75,14475162.0,,,,,,,,,,,,,,,
2024-07-18,,,,,,HDFCBANK.NS,1614.800048828125,1623.949951171875,1599.1500244140625,1608.0,16858532.0,,,,,,,,,,,,,,,
2024-07-19,,,,,,HDFCBANK.NS,1607.300048828125,1623.0,1603.5,1616.0,13001076.0,,,,,,,,,,,,,,,
2024-07-22,,,,,,HDFCBANK.NS,1642.550048828125,1651.0,1612.6500244140625,1617.0,26872411.0,,,,,,,,,,,,,,,
2024-07-23,,,,,,HDFCBANK.NS,1618.4000244140625,1647.800048828125,1605.0,1647.550048828125,26001076.0,,,,,,,,,,,,,,,
2024-07-24,,,,,,HDFCBANK.NS,1604.050048828125,1621.0,1588.050048828125,1608.1500244140625,30864103.0,,,,,,,,,,,,,,,
2024-07-25,,,,,,HDFCBANK.NS,1616.5999755859375,1625.0,1593.0,1593.0,12767866.0,,,,,,,,,,,,,,,
2024-07-26,,,,,,HDFCBANK.NS,1618.1500244140625,1621.75,1596.449951171875,1605.0,21905270.0,,,,,,,,,,,,,,,
2024-07-29,,,,,,HDFCBANK.NS,1605.050048828125,1631.8499755859375,1598.300048828125,1615.0,25500574.0,,,,,,,,,,,,,,,
2024-07-30,,,,,,HDFCBANK.NS,1615.550048828125,1634.75,1599.0,1602.0,27297917.0,,,,,,,,,,,,,,,
2024-07-31,,,,,,HDFCBANK.NS,1615.75,1627.9000244140625,1609.199951171875,1614.0,18910242.0,,,,,,,,,,,,,,,
2024-08-01,,,,,,HDFCBANK.NS,1638.800048828125,1650.050048828125,1617.949951171875,1622.9000244140625,13107587.0,,,,,,,,,,,,,,,
2024-08-02,,,,,,HDFCBANK.NS,1659.1500244140625,1670.5,1631.0,1631.0,22059619.0,,,,,,,,,,,,,,,
2024-08-05,,,,,,HDFCBANK.NS,1615.75,1646.0,1601.0,1640.0999755859375,20666817.0,,,,,,,,,,,,,,,
2024-08-06,,,,,,HDFCBANK.NS,1601.199951171875,1632.949951171875,1593.300048828125,1630.0,22558025.0,,,,,,,,,,,,,,,
2024-08-07,,,,,,HDFCBANK.NS,1623.5,1630.0,1602.199951171875,1617.0,21173132.0,,,,,,,,,,,,,,,
2024-08-08,,,,,,HDFCBANK.NS,1642.699951171875,1653.300048828125,1619.25,1624.0,16988475.0,,,,,,,,,,,,,,,
2024-08-09,,,,,,HDFCBANK.NS,1650.199951171875,1662.550048828125,1645.800048828125,1652.0,13322309.0,,,,,,,,,,,,,,,
2024-08-12,,,,,,HDFCBANK.NS,1660.0999755859375,1675.949951171875,1647.3499755859375,1652.0,19658098.0,,,,,,,,,,,,,,,
2024-08-13,,,,,,HDFCBANK.NS,1603.199951171875,1632.4000244140625,1601.1500244140625,1628.0,27027521.0,,,,,,,,,,,,,,,
2024-08-14,,,,,,HDFCBANK.NS,1607.800048828125,1613.699951171875,1603.199951171875,1606.5,16167214.0,,,,,,,,,,,,,,,
2024-08-16,,,,,,HDFCBANK.NS,1632.0999755859375,1634.1500244140625,1611.0,1628.5,13924623.0,,,,,,,,,,,,,,,
2024-08-19,,,,,,HDFCBANK.NS,1631.550048828125,1637.6500244140625,1623.699951171875,1637.6500244140625,9751082.0,,,,,,,,,,,,,,,
2024-08-20,,,,,,HDFCBANK.NS,1637.699951171875,1646.0,1627.449951171875,1627.449951171875,15567247.0,,,,,,,,,,,,,,,
2024-08-21,,,,,,HDFCBANK.NS,1625.800048828125,1634.550048828125,1617.800048828125,1628.0999755859375,23815452.0,,,,,,,,,,,,,,,
2024-08-22,,,,,,HDFCBANK.NS,1631.300048828125,1638.300048828125,1628.0,1632.0,10650319.0,,,,,,,,,,,,,,,
2024-08-23,,,,,,HDFCBANK.NS,1625.050048828125,1634.0,1623.0,1634.0,10166711.0,,,,,,,,,,,,,,,
2024-08-26,,,,,,HDFCBANK.NS,1639.949951171875,1647.949951171875,1632.199951171875,1632.199951171875,11182133.0,,,,,,,,,,,,,,,
2024-08-27,,,,,,HDFCBANK.NS,1637.75,1647.4000244140625,1632.199951171875,1643.4000244140625,17886622.0,,,,,,,,,,,,,,,
2024-08-28,,,,,,HDFCBANK.NS,1637.0999755859375,1639.75,1630.199951171875,1637.75,13460594.0,,,,,,,,,,,,,,,
2024-08-29,,,,,,HDFCBANK.NS,1638.550048828125,1644.4000244140625,1631.1500244140625,1642.0,24526302.0,,,,,,,,,,,,,,,
2024-08-30,,,,,,HDFCBANK.NS,1636.9000244140625,1662.0,1621.1500244140625,1656.0,222671050.0,,,,,,,,,,,,,,,
2024-09-02,,,,,,HDFCBANK.NS,1626.949951171875,1646.800048828125,1623.199951171875,1646.800048828125,17024840.0,,,,,,,,,,,,,,,
2024-09-03,,,,,,HDFCBANK.NS,1637.3499755859375,1639.949951171875,1624.5999755859375,1634.0,18641430.0,,,,,,,,,,,,,,,
2024-09-04,,,,,,HDFCBANK.NS,1641.800048828125,1644.800048828125,1632.0,1639.0,12341372.0,,,,,,,,,,,,,,,
2024-09-05,,,,,,HDFCBANK.NS,1645.449951171875,1649.9000244140625,1642.0,1646.0,11438159.0,,,,,,,,,,,,,,,
2024-09-06,,,,,,HDFCBANK.NS,1636.949951171875,1647.75,1634.0999755859375,1638.300048828125,13014801.0,,,,,,,,,,,,,,,
2024-09-09,,,,,,HDFCBANK.NS,1646.5,1648.5,1630.0999755859375,1638.0,11896457.0,,,,,,,,,,,,,,,
2024-09-10,,,,,,HDFCBANK.NS,1650.3499755859375,1654.0,1638.0,1654.0,13303323.0,,,,,,,,,,,,,,,
2024-09-11,,,,,,HDFCBANK.NS,1643.9000244140625,1652.5,1639.199951171875,1650.4000244140625,11113342.0,,,,,,,,,,,,,,,
2024-09-12,,,,,,HDFCBANK.NS,1666.5999755859375,1670.0,1647.050048828125,1654.0,16212023.0,,,,,,,,,,,,,,,
2024-09-13,,,,,,HDFCBANK.NS,1665.949951171875,1674.0,1657.050048828125,1674.0,11930266.0,,,,,,,,,,,,,,,
2024-09-16,,,,,,HDFCBANK.NS,1670.949951171875,1677.800048828125,1664.050048828125,1667.0,7586410.0,,,,,,,,,,,,,,,
2024-09-17,,,,,,HDFCBANK.NS,1668.800048828125,1678.0,1664.1500244140625,1678.0,10063561.0,,,,,,,,,,,,,,,
2024-09-18,,,,,,HDFCBANK.NS,1694.800048828125,1698.9000244140625,1671.0999755859375,1671.8499755859375,20458671.0,,,,,,,,,,,,,,,
2024-09-19,,,,,,HDFCBANK.NS,1708.5,1719.0,1699.1500244140625,1699.199951171875,15325888.0,,,,,,,,,,,,,,,
2024-09-20,,,,,,HDFCBANK.NS,1741.199951171875,1744.949951171875,1707.550048828125,1716.5,30311693.0,,,,,,,,,,,,,,,
2024-09-23,,,,,,HDFCBANK.NS,1759.800048828125,1766.3499755859375,1740.25,1749.0,13482675.0,,,,,,,,,,,,,,,
2024-09-24,,,,,,HDFCBANK.NS,1768.050048828125,1781.6500244140625,1754.25,1765.0,16519518.0,,,,,,,,,,,,,,,
2024-09-25,,,,,,HDFCBANK.NS,1779.0999755859375,1788.0,1760.1500244140625,1760.1500244140625,15982656.0,,,,,,,,,,,,,,,
2024-09-26,,,,,,HDFCBANK.NS,1783.449951171875,1788.0,1768.050048828125,1773.050048828125,15949822.0,,,,,,,,,,,,,,,
2024-09-27,,,,,,HDFCBANK.NS,1752.6500244140625,1778.199951171875,1750.0,1777.0,17806751.0,,,,,,,,,,,,,,,
2024-09-30,,,,,,HDFCBANK.NS,1732.050048828125,1751.449951171875,1724.4000244140625,1748.800048828125,13191767.0,,,,,,,,,,,,,,,
2024-10-01,,,,,,HDFCBANK.NS,1726.199951171875,1742.0,1720.0999755859375,1724.0,12286142.0,,,,,,,,,,,,,,,
2024-10-03,,,,,,HDFCBANK.NS,1682.0,1726.1500244140625,1673.3499755859375,1715.6500244140625,24236699.0,,,,,,,,,,,,,,,
2024-10-04,,,,,,HDFCBANK.NS,1657.6500244140625,1690.6500244140625,1653.0,1674.5,24341616.0,,,,,,,,,,,,,,,
2024-10-07,,,,,,HDFCBANK.NS,1617.800048828125,1659.0,1613.0,1652.199951171875,47229148.0,,,,,,,,,,,,,,,
2024-10-08,,,,,,HDFCBANK.NS,1651.050048828125,1656.800048828125,1622.0,1630.0,14867203.0,,,,,,,,,,,,,,,
2024-10-09,,,,,,HDFCBANK.NS,1633.1500244140625,1656.75,1628.699951171875,1649.5,20562821.0,,,,,,,,,,,,,,,
2024-10-10,,,,,,HDFCBANK.NS,1662.4000244140625,1665.449951171875,1632.5,1639.0,10877383.0,,,,,,,,,,,,,,,
2024-10-11,,,,,,HDFCBANK.NS,1651.0,1664.449951171875,1643.25,1664.449951171875,11836297.0,,,,,,,,,,,,,,,
2024-10-14,,,,,,HDFCBANK.NS,1688.0999755859375,1692.050048828125,1654.0,1656.050048828125,9263754.0,,,,,,,,,,,,,,,
